Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,56.799999,57.849998,56.650002,57.599998,54.172951,3878107
2020-01-02,57.900002,58.150002,56.799999,58.000000,54.549149,12142359
2020-01-03,58.000000,58.549999,57.299999,57.750000,54.314022,9746134
2020-01-06,57.049999,57.500000,55.950001,56.750000,53.373524,3833784
2020-01-07,57.099998,57.549999,56.049999,56.599998,53.232445,3974582
2020-01-08,56.000000,56.750000,55.700001,56.250000,52.903271,3078686
2020-01-09,56.549999,58.200001,56.549999,57.799999,54.361050,6282472
2020-01-10,57.750000,59.500000,57.349998,58.950001,55.442627,10571670
2020-01-13,59.200001,59.849998,58.849998,59.400002,55.865856,5570014
2020-01-14,59.500000,60.349998,59.200001,60.200001,56.618259,5841008
2020-01-15,60.299999,61.099998,59.900002,60.900002,57.276604,5808570
2020-01-16,61.099998,61.349998,60.349998,61.000000,57.370663,14551255
2020-01-17,61.099998,62.099998,60.799999,61.549999,57.887936,6414265
2020-01-20,61.549999,61.700001,59.900002,60.250000,56.665283,8384043
2020-01-21,59.599998,60.299999,59.349998,59.549999,56.006931,6250007
2020-01-22,59.900002,60.000000,58.900002,59.150002,55.630726,8871316
2020-01-23,59.000000,60.250000,58.900002,60.150002,56.571236,8476777
2020-01-24,60.000000,61.950001,59.750000,61.200001,57.558762,6085340
2020-01-27,60.799999,62.000000,60.349998,60.700001,57.088509,7343803
2020-01-28,60.700001,61.799999,60.250000,60.750000,57.135532,7799785
2020-01-29,61.349998,62.000000,60.400002,60.900002,57.276604,5292349
2020-01-30,60.650002,61.549999,59.000000,60.299999,56.712303,15197956
2020-01-31,60.500000,60.599998,57.599998,58.099998,54.643196,7977888
2020-02-03,55.099998,56.400002,54.650002,54.900002,51.633598,5011428
2020-02-04,55.299999,56.799999,54.599998,56.400002,53.044346,8418747
2020-02-05,56.900002,57.349998,56.150002,57.200001,53.796749,4115182
2020-02-06,57.049999,58.200001,56.849998,57.700001,54.267002,3658979
2020-02-07,57.400002,58.200001,57.349998,58.000000,54.549149,3340932
2020-02-10,57.700001,58.150002,55.950001,56.950001,53.561626,3640927
2020-02-11,57.000000,57.849998,56.849998,57.650002,54.219975,3188511
2020-02-12,57.799999,58.250000,55.750000,56.000000,52.668144,4132841
2020-02-13,55.849998,55.950001,54.750000,55.299999,52.009796,6687073
2020-02-14,55.299999,55.599998,53.549999,53.799999,50.599041,7158438
2020-02-17,53.900002,53.950001,51.500000,51.750000,48.671013,5167878
2020-02-18,51.750000,51.950001,50.599998,51.549999,48.482906,5096324
