instrument_type,isin,symbol,scrip_name,scrip_code
Equity,INE340D01016,GARWSYN,GARWARE SYNTHETICS LTD.,IN514400
Equity,INE052E01015,GAYATRIBI,GAYATRI BIOORGANICS LTD.,IN524564
Equity,INE622E01023,GAYATRI,GAYATRI SUGARS LTD.,IN532183
Equity,INE191P01017,GCMCAPI,GCM Capital Advisors Ltd,IN538319
Equity,INE200P01016,GCMCOMM,GCM Commodity & Derivatives Ltd,IN535917
Equity,INE168O01026,GCMSECU,GCM Securities Ltd,IN535431
Equity,INE545E01018,GDLLEAS,GDL LEASING & FINANCE LTD.,IN530855
Equity,INE878A01011,GEPIL,GE Power India Ltd,IN532309
Equity,INE200A01026,GET&D,GE T&D India Ltd,IN522275
Equity,INE064H01021,GEE,GEE LTD.,IN504028
Equity,INE165F01020,GEMSPIN,GEM SPINNERS INDIA LTD.,IN521133
Equity,INE503D01027,GEMSI,GEMSTONE INVESTMENTS LTD.,IN531137
Equity,INE727B01026,GENESYS,GENESYS INTERNATIONAL CORPORATION LTD.,IN506109
Equity,INE509C01026,GENNEX,GENNEX LABORATORIES LTD.,IN531739
Equity,INE955D01029,GENUSPOWER,GENUS POWER INFRASTRUCTURES LTD.-$,IN530343
Equity,INE538A01037,GFLLIMITED,GFL Ltd,IN500173
Equity,INE539A01019,GHCL,GHCL LTD.,IN500171
Equity,INE0PA801013,GHCLTEXTIL,GHCL Textiles Ltd,IN543918
Equity,INE289B01019,GICHSGFIN,GIC HOUSING FINANCE LTD.,IN511676
Equity,INE047B01011,GILLANDERS,GILLANDERS ARBUTHNOT & CO.LTD.,IN532716
Equity,INE322A01010,GILLETTE,GILLETTE INDIA LTD.,IN507815
Equity,INE548B01018,GINISILK,GINI SILK MILLS LTD.-$,IN531744
Equity,INE424C01010,GINNIFILA,GINNI FILAMENTS LTD.,IN590025
Equity,INE265D01015,GKB,GKB OPHTHALMICS LTD.,IN533212
Equity,INE580D01017,GLANCE,GLANCE FINANCE LTD.,IN531199
Equity,INE159A01016,GLAXO,GLAXOSMITHKLINE PHARMACEUTICALS LTD.,IN500660
Equity,INE935A01035,GLENMARK,GLENMARK PHARMACEUTICALS LTD.,IN532296
Equity,INE741B01027,GLITTEKG,GLITTEK GRANITES LTD.,IN513528
Equity,INE062C01042,GLOBALCA,GLOBAL CAPITAL MARKETS LTD.,IN530263
Equity,INE446C01013,GLOBOFFS,GLOBAL OFFSHORE SERVICES LTD.-$,IN501848
Equity,INE792H01019,GLOBALVECT,GLOBAL VECTRA HELICORP LTD.,IN532773
Equity,INE615I01010,GLOBUSSPR,GLOBUS SPIRITS LTD.,IN533104
Equity,INE541A01023,GMMPFAUDLR,GMM PFAUDLER LTD.,IN505255
Equity,INE776C01039,GMRINFRA,GMR Airports Infrastructure Ltd,IN532754
Equity,INE0CU601026,GMRP&UI,GMR Power and Urban Infra Ltd,IN543490
Equity,INE426D01013,GOACARBON,GOA CARBON LTD.-$,IN509567
Equity,INE077F01035,GOCLCORP,GOCL Corporation Ltd-$,IN506480
Equity,INE362C01012,GODAVARI,GODAVARI DRUGS LTD.,IN530317
Equity,INE177H01021,GPIL,GODAWARI POWER & ISPAT LTD.,IN532734
Equity,INE260B01028,GODFRYPHLP,GODFREY PHILLIPS INDIA LTD.,IN500163
Equity,INE102D01028,GODREJCP,GODREJ CONSUMER PRODUCTS LTD.,IN532424
Equity,INE233A01035,GODREJIND,GODREJ INDUSTRIES LTD.,IN500164
Equity,INE516K01024,GOENKA,GOENKA DIAMOND & JEWELS LTD.,IN533189
Equity,INE642I01014,GOKAKTEX,GOKAK TEXTILES LTD.,IN532957
Equity,INE887G01027,GOKEX,GOKALDAS EXPORTS LTD.,IN532630
Equity,INE020J01029,GOKUL,GOKUL REFOILS & SOLVENT LTD.,IN532980
Equity,INE598F01014,ZGOLDINV,GOLD ROCK INVESTMENTS LTD.,IN501111
Equity,INE973A01010,GOLDENTOBC,GOLDEN TOBACCO LTD.,IN500151
Equity,INE025B01025,GOLDIAM,GOLDIAM INTERNATIONAL LTD.,IN526729
Equity,INE427D01011,GOLECHA,GOLECHHA GLOBAL FINANCE LTD.,IN531360
Equity,INE798D01015,GOLKUNDIA,GOLKUNDA DIAMONDS & JEWELLERY LTD.,IN523676
Equity,INE300A01016,GOODRICKE,GOODRICKE GROUP LTD.,IN500166
Equity,INE533A01012,GOODYEAR,GOODYEAR INDIA LTD.,IN500168
Equity,INE641H01018,GOPAIST,GOPAL IRON & STEELS CO.(GUJARAT) LTD.,IN531913
Equity,INE792J01015,GORANIN,GORANI INDUSTRIES LTD.,IN531608
Equity,INE538G01018,GOTHIPL,GOTHI PLASCON (INDIA) LTD.,IN531111
Equity,INE225G01012,GOWRALE,GOWRA LEASING & FINANCE LTD.,IN530709
Equity,INE912B01032,GOYALASS,GOYAL ASSOCIATES LTD.,IN530663
Equity,INE586G01017,GULFPETRO,GP Petroleums Limited,IN532543
Equity,INE486R01017,GPTHEALTH,GPT Healthcare Ltd,IN544131
Equity,INE390G01014,GPTINFRA,GPT INFRAPROJECTS LTD.,IN533761
Equity,INE927M01029,GRANDMA,GRANDMA TRADING & AGENCIES LTD.,IN504369
Equity,INE101D01020,GRANULES,GRANULES INDIA LTD.-$,IN532482
Equity,INE371A01025,GRAPHITE,GRAPHITE INDIA LTD.,IN509488
Equity,INE047A01021,GRASIM,GRASIM INDUSTRIES LTD.,IN500300
Equity,INE915E01013,GRATEXI,GRATEX INDUSTRIES LTD.,IN526751
Equity,INE266D01021,GRAUWEIL,GRAUER & WEIL (INDIA) LTD.-$,IN505710
Equity,INE214F01026,GRAVISSHO,GRAVISS HOSPITALITY LTD.,IN509546
Equity,INE024L01027,GRAVITA,GRAVITA INDIA LTD.,IN533282
Equity,INE995A01013,GRAVITY,GRAVITY (INDIA) LTD.-$,IN532015
Equity,INE017A01032,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,IN500620
Equity,INE224A01026,GREAVESCOT,GREAVES COTTON LTD.,IN501455
Equity,INE461C01038,GREENPLY,GREENPLY INDUSTRIES LTD.,IN526797
Equity,INE536A01023,GRINDWELL,GRINDWELL NORTON LTD.-$,IN506076
Equity,INE192H01020,GRMOVER,GRM OVERSEAS LTD.,IN531449
Equity,INE137I01015,GRPLTD,GRP LTD.,IN509152
Equity,INE777C01011,GSBFIN,GSB FINANCE LTD.,IN511543
Equity,INE871H01011,GSS,GSS INFOTECH LTD.,IN532951
Equity,INE221H01019,GTLINFRA,GTL INFRASTRUCTURE LTD.,IN532775
Equity,INE043A01012,GTL,GTL LTD.,IN500160
Equity,INE537A01013,GTNINDS,GTN INDUSTRIES LTD.,IN500170
Equity,INE302H01017,GTNTEX,GTN TEXTILES LTD.,IN532744
Equity,INE869I01013,GTPL,GTPL Hathway Ltd,IN540602
Equity,INE910R01016,GTV,GTV Engineering Ltd,IN539479
Equity,INE742B01025,GUFICBIO,GUFIC BIOSCIENCES LTD.,IN509079
Equity,INE186A01019,GUJALKALI,GUJARAT ALKALIES & CHEMICALS LTD.,IN530001
Equity,INE036B01030,GAEL,GUJARAT AMBUJA EXPORTS LTD.,IN524226
Equity,INE826C01016,GUJAPOLLO,GUJARAT APOLLO INDUSTRIES LTD.,IN522217
Equity,INE276I01011,GUJCONT,GUJARAT CONTAINERS LTD.,IN513507
Equity,INE372D01019,GUJCRAFT,GUJARAT CRAFT INDUSTRIES LTD.,IN526965
Equity,INE034B01019,GUJCRED,GUJARAT CREDIT CORPORATION LTD.,IN511441
Equity,INE621C01011,GUJHOTE,GUJARAT HOTELS LTD.,IN507960
Equity,INE162A01010,GIPCL,GUJARAT INDUSTRIES POWER CO.LTD.,IN517300
Equity,INE877E01015,GUJINTRX,GUJARAT INTRUX LTD.-$,IN517372
Equity,INE373D01017,GUJINV,GUJARAT INVESTA LTD.,IN531341
Equity,INE540A01017,GLFL,GUJARAT LEASE FINANCING LTD.,IN500174
Equity,INE131A01031,GMDCLTD,GUJARAT MINERAL DEVELOPMENT CORPORATION LTD.,IN532181
Equity,INE113A01013,GNFC,GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LTD.,IN500670
Equity,INE636P01011,GUJPETR,GUJARAT PETROSYNTHESE LTD.,IN506858
Equity,INE517F01014,GPPL,GUJARAT PIPAVAV PORT LTD.,IN533248
Equity,INE610B01024,GUJRAFFIA,GUJARAT RAFFIA INDUSTRIES LTD.,IN523836
Equity,INE026A01025,GSFC,GUJARAT STATE FERTILIZERS & CHEMICALS LTD.,IN500690
Equity,INE246F01010,GSPL,GUJARAT STATE PETRONET LTD.,IN532702
Equity,INE499G01013,GUJTERC,GUJARAT TERCE LABORATORIES LTD.,IN524314
Equity,INE942C01045,GUJTHEM,GUJARAT THEMIS BIOSYN LTD.,IN506879
Equity,INE145J01032,GUJTLRM,GUJARAT TOOLROOM LTD.,IN513337
Equity,INE218N01021,GUJCMDS,GUJCHEM DISTILLERS INDIA LTD.,IN506640
Equity,INE255D01024,GULPOLY,GULSHAN POLYOLS LTD.,IN532457
Equity,INE395B01048,GVFILM,GV FILMS LTD.,IN523277
Equity,INE251H01024,GVKPIL,GVK POWER & INFRASTRUCTURE LTD.,IN532708
Equity,INE487G01018,GYANDEV,GYAN DEVELOPERS & BUILDERS LTD.,IN530141
Equity,INE0QZF01012,GPSL,Gabriel Pet Straps Ltd,IN544108
Equity,INE868G01019,GAJANANSEC,Gajanan Securities Services Ltd,IN538609
Equity,INE480S01026,GGPL,Gala Global Products Ltd,IN539228
Equity,INE906Y01028,GALACTICO,Galactico Corporate Services Ltd,IN542802
Equity,INE243E01010,GALADAFIN,Galada Finance Ltd,IN538881
Equity,INE403B01016,GCKL,Galaxy Cloud Kitchens Ltd-$,IN506186
Equity,INE600K01018,GALAXYSURF,Galaxy Surfactants Ltd,IN540935
Equity,INE297H01019,GALLANTT,Gallantt Ispat Ltd,IN532726
Equity,INE717W01049,GANDHAR,Gandhar Oil Refinery (India) Ltd,IN544029
Equity,INE369Q01017,GANVERSE,Ganesha Ecoverse Ltd,IN539041
Equity,INE615T01017,GANGAPHARM,Ganga Pharmaceuticals Ltd,IN539680
Equity,INE335W01016,GANGESSECU,Ganges Securities Ltd,IN540647
Equity,INE162L01017,GANONPRO,Ganon Products Ltd,IN512443
Equity,INE721C01019,GARBIFIN,Garbi Finvest Ltd,IN539492
Equity,INE382Z01011,GRSE,Garden Reach Shipbuilders & Engineers Ltd,IN542011
Equity,INE653S01028,GARMNTMNTR,Garment Mantra Lifestyle Ltd,IN539216
Equity,INE291A01017,GRWRHITECH,Garware Hi-Tech Films Ltd,IN500655
Equity,INE276A01018,GARFIBRES,Garware Technical Fibres Ltd,IN509557
Equity,INE079J01017,GATEWAY,Gateway Distriparks Ltd,IN543489
Equity,INE721X01015,GEL,Gautam Exim Ltd,IN540613
Equity,INE063Z01017,GGL,Gautam Gems Ltd,IN540936
Equity,INE287Z01012,GAYAHWS,Gayatri Highways Ltd,IN541546
Equity,INE0QHY01011,GCONNECT,Gconnect Logitech and Supply Chain Ltd,IN544156
Equity,INE916G01016,GEECEE,GeeCee Ventures Limited,IN532764
Equity,INE481Y01014,GICRE,General Insurance Corporation of India,IN540755
Equity,INE854S01022,GENCON,Generic Engineering Construction and Projects Ltd,IN539407
Equity,INE194N01016,GENESIS,Genesis Ibrc India Ltd,IN514336
Equity,INE574D01010,GVBL,Genomic Valley Biotech Ltd,IN539206
Equity,INE861N01036,GENPHARMA,Genpharmasec Ltd,IN531592
Equity,INE06H201014,GENSOL,Gensol Engineering Ltd,IN542851
Equity,INE949P01018,GENUSPAPER,Genus Paper & Boards Ltd,IN538961
Equity,INE256D01014,GENUSPRIME,Genus Prime Infra Ltd,IN532425
Equity,INE007B01023,GEOJITFSL,Geojit Financial Services Ltd,IN532285
Equity,INE0H1201012,GETALONG,Getalong Enterprise Ltd,IN543372
Equity,INE063601012,GIANLIFE,Gian Life Care Ltd,IN542918
Equity,INE918C01029,GILADAFINS,Gilada Finance & Investments Ltd,IN538788
Equity,INE776O01018,GITARENEW,Gita Renewable Energy Ltd,IN539013
Equity,INE068V01023,GLAND,Gland Pharma Ltd,IN543245
Equity,INE03Q201024,GLS,Glenmark Life Sciences Ltd,IN543322
Equity,INE474Q01031,MEDANTA,Global Health Ltd,IN543654
Equity,INE0J2K01014,GLHRL,Global Longlife Hospital and Research Ltd,IN543520
Equity,INE0JSX01015,GSLSU,Global Surfaces Ltd,IN543829
Equity,INE632W01016,GSTL,Globalspace Technologies Ltd,IN540654
Equity,INE064L01015,GLOBUSCON,Globus Constructors & Developers Limited,IN526025
Equity,INE350Z01018,GLOSTERLTD,Gloster Ltd,IN542351
Equity,INE03JT01014,GODIGIT,Go Digit General Insurance Ltd,IN544179
Equity,INE0BJS01011,GOCOLORS,Go Fashion (India) Ltd,IN543401
Equity,INE492Z01018,GOBLIN,Goblin India Ltd,IN542850
Equity,INE850D01014,GODREJAGRO,Godrej Agrovet Ltd,IN540743
Equity,INE484J01027,GODREJPROP,Godrej Properties Ltd,IN533150
Equity,INE0K6L01010,GOEL,Goel Food Products Ltd,IN543538
Equity,INE997C01015,GBFL,Goenka Business & Finance Ltd,IN538787
Equity,INE832C01014,GOGIACAP,Gogia Capital Services Limited,IN531600
Equity,INE314T01025,GOKULAGRO,Gokul Agro Resources Ltd,IN539725
Equity,INE634J01019,GOLDCOINHF,Gold Coin Health Foods Ltd,IN538542
Equity,INE222U01010,GOLDENCREST,Golden Crest Education & Services Ltd,IN540062
Equity,INE327C01031,GOLKONDA,Golkonda Aluminium Extrusions Ltd-$,IN513309
Equity,INE127I01024,GOODLUCK,Goodluck India Ltd,IN530655
Equity,INE0L9R01028,GOPAL,Gopal Snacks Ltd,IN544140
Equity,INE512D01028,GOURMET,Gourmet Gateway India Ltd,IN506134
Equity,INE705X01026,GOYALALUM,Goyal Aluminiums Ltd,IN541152
Equity,INE414C01045,GREENCREST,Greencrest Financial Services Limited,IN531737
Equity,INE0S0701019,GVL,Greenhitech Ventures Ltd,IN544163
Equity,INE544R01021,GREENLAM,Greenlam Industries Ltd,IN538979
Equity,INE08ZM01014,GREENPANEL,Greenpanel Industries Ltd,IN542857
Equity,INE199P01028,GCSL,Gretex Corporate Services Ltd,IN543324
Equity,INE343C01012,GROVY,Grovy India Ltd,IN539522
Equity,INE451S01027,GROWINGTON,Growington Ventures India Ltd,IN539222
Equity,INE09N301011,FLUOROCHEM,Gujarat Fluorochemicals Ltd,IN542812
Equity,INE844O01030,GUJGASLTD,Gujarat Gas Ltd,IN539336
Equity,INE578V01013,GUJHYSPIN,Gujarat Hy-Spin Ltd,IN540938
Equity,INE207H01018,GNRL,Gujarat Natural Resources Limited,IN513536
Equity,INE541F01022,GUJARATPOLY,Gujarat Poly Electronics Ltd,IN517288
Equity,INE944A01011,GUJSTATFIN,Gujarat State Financial Corporation,IN532160
Equity,INE145J20016,GUJTLRM-RE,Gujarat Toolroom Ltd,IN750871
Equity,INE635Q01029,GULFOILLUB,Gulf Oil Lubricants India Ltd,IN538567
Equity,INE926X01010,HGINFRA,H.G. Infra Engineering Ltd,IN541019
Equity,INE950C01014,HPCOTTON,H.P.COTTON TEXTILE MILLS LTD.,IN502873
Equity,INE731B01010,HOTLSILV,H.S.INDIA LTD.,IN532145
Equity,INE722D01015,HARDCAS,HARDCASTLE & WAUD MFG.CO.LTD.,IN509597
Equity,INE167F01018,HARIGOV,HARI GOVIND INTERNATIONAL LTD.,IN531971
Equity,INE772B01014,HARIAEXPO,HARIA EXPORTS LTD.-$,IN512604
Equity,INE400G01011,HRYNSHP,HARIYANA SHIP BREAKERS LTD.-$,IN526931
Equity,INE264N01017,HRMNYCP,HARMONY CAPITAL SERVICES LTD.,IN530055
Equity,INE544A01019,HARRMALAYA,HARRISONS MALAYALAM LTD.,IN500467
Equity,INE928H01019,HARYNACAP,HARYANA CAPFIN LTD.,IN532855
Equity,INE737G01016,HARAFIN,HARYANA FINANCIAL CORPORATION LTD.,IN530927
Equity,INE681F01018,HARLETH,HARYANA LEATHER CHEMICALS LTD.,IN524080
Equity,INE671D01014,HASTIFIN,HASTI FINANCE LTD.,IN531387
Equity,INE525B01016,HATHWAYB,HATHWAY BHAWANI CABLETEL & DATACOM LTD.,IN509073
Equity,INE473B01035,HATSUN,HATSUN AGRO PRODUCT LTD.,IN531531
Equity,INE176B01034,HAVELLS,HAVELLS INDIA LTD.,IN517354
Equity,INE979B01015,HAWKINCOOK,HAWKINS COOKERS LTD.-$,IN508486
Equity,INE550F01031,HAZOOR,HAZOOR MULTI PROJECTS LTD.-$,IN532467
Equity,INE640B01021,HBESD,HB ESTATE DEVELOPERS LTD.,IN532334
Equity,INE549B01016,HBLEAS,HB LEASING & FINANCE CO.LTD.,IN508956
Equity,INE638B01025,HBPOR,HB PORTFOLIO LTD.,IN532333
Equity,INE550B01022,HBSL,HB STOCKHOLDINGS LTD.,IN532216
Equity,INE292B01021,HBLPOWER,HBL POWER SYSTEMS LTD.-$,IN517271
Equity,INE236A01020,HCL-INSYS,HCL INFOSYSTEMS LTD.,IN500179
Equity,INE860A01027,HCLTECH,HCL TECHNOLOGIES LTD.,IN532281
Equity,INE136C01044,HPBL,HCP Plastene Bulkpack Ltd,IN526717
Equity,INE127D01025,HDFCAMC,HDFC Asset Management Company Ltd,IN541729
Equity,INE040A01034,HDFCBANK,HDFC Bank Ltd,IN500180
Equity,INE795G01014,HDFCLIFE,HDFC Life Insurance Company Ltd,IN540777
Equity,INF179KC1HS2,HDFCNEXT50,HDFC Mutual Fund,IN543570
Equity,INF179KC1HR4,HDFCNIF100,HDFC NIFTY 100 ETF,IN543569
Equity,INF179KC1965,HDFCNIFTY,HDFC NIFTY 50 ETF,IN539516
Equity,INF179KC1DJ0,HDFCGROWTH,HDFC NIFTY Growth Sectors 15 ETF,IN543607
Equity,INF179KC1IA8,HDFCNIFIT,HDFC NIFTY IT ETF,IN543665
Equity,INF179KC1HT0,HDFCMID150,HDFC NIFTY Midcap 150 ETF,IN543776
Equity,INF179KC1HZ7,HDFCPVTBAN,HDFC NIFTY Private Bank ETF,IN543666
Equity,INF179KC1FB2,HDFCSML250,HDFC NIFTY Smallcap 250 ETF,IN543775
Equity,INF179KC1HU8,HDFCLOWVOL,HDFC NIFTY100 Low Volatility 30 ETF,IN543627
Equity,INF179KC1DL6,HDFCQUAL,HDFC NIFTY100 Quality 30 ETF,IN543605
Equity,INF179KC1HV6,HDFCMOMENT,HDFC NIFTY200 Momentum 30 ETF,IN543628
Equity,INF179KC1DK8,HDFCVALUE,HDFC NIFTY50 Value 20 ETF,IN543608
Equity,INF179KC1HY0,HDFCNIFBAN,HDFC Nifty Banking ETF,IN543224
Equity,INF179KC1HW4,HDFCPSUBK,HDFC Nifty PSU Bank ETF,IN544110
Equity,INF179KC1EZ4,HDFCBSE500,HDFC S&P BSE 500 ETF,IN543774
Equity,INF179KC1HX2,HDFCSENSEX,HDFC S&P BSE Sensex ETF,IN539517
Equity,INE160N01017,HEALINV,HEALTHY INVESTMENTS LTD.,IN503689
Equity,INE025D01013,HEERAISP,HEERA ISPAT LTD.,IN526967
Equity,INE545A01016,HEG,HEG LTD.,IN509631
Equity,INE578A01017,HEIDELBERG,HEIDELBERGCEMENT INDIA LTD.,IN500292
Equity,INE721U01011,ZHEMHOLD,HEM HOLDINGS & TRADING LTD.,IN505520
Equity,INE07BK01011,HEMACEM,HEMADRI CEMENTS LTD.,IN502133
Equity,INE688E01024,HERCULES,HERCULES HOISTS LTD.,IN505720
Equity,INE158A01026,HEROMOTOCO,HERO MOTOCORP LTD.,IN500182
Equity,INE782E01017,HESTERBIO,HESTER BIOSCIENCES LTD.,IN524669
Equity,INE750M01017,HEXATRADEX,HEXA TRADEX LTD.,IN534328
Equity,INE548A01028,HFCL,HFCL Ltd,IN500183
Equity,INE783E01023,HIGHENE,HIGH ENERGY BATTERIES (INDIA) LTD.,IN504176
Equity,INE475B01022,HIKAL,HIKAL LTD.,IN524735
Equity,INE557A01011,HIL,HIL LTD.,IN509675
Equity,INE788H01017,HILTON,HILTON METAL FORGING LTD.,IN532847
Equity,INE049A01027,HIMATSEIDE,HIMATSINGKA SEIDE LTD.,IN514043
Equity,INE227B01019,HINDALUMI,HIND ALUMINIUM INDUSTRIES LTD.-$,IN531979
Equity,INE835D01023,HIRECT,HIND RECTIFIERS LTD.,IN504036
Equity,INE038A01020,HINDALCO,HINDALCO INDUSTRIES LTD.,IN500440
Equity,INE832D01020,HINDMILL,HINDOOSTAN MILLS LTD.,IN509895
Equity,INE170I01016,HGS,HINDUJA GLOBAL SOLUTIONS LTD.,IN532859
Equity,INE074C01013,HINDADH,HINDUSTAN ADHESIVES LTD.,IN514428
Equity,INE092301014,HINDUST,HINDUSTAN AGRIGENETICS LTD.,IN519574
Equity,INE02XD01011,HINDAPL,HINDUSTAN APPLIANCES LTD.,IN531918
Equity,INE597C01021,HINDBIO,HINDUSTAN BIO SCIENCES LTD.,IN532041
Equity,INE310C01029,HINDCOMPOS,HINDUSTAN COMPOSITES LTD.,IN509635
Equity,INE549A01026,HCC,HINDUSTAN CONSTRUCTION CO.LTD.,IN500185
Equity,INE531E01026,HINDCOPPER,HINDUSTAN COPPER LTD.,IN513599
Equity,INE806J01013,HINFLUR,HINDUSTAN FLUOROCARBONS LTD.,IN524013
Equity,INE254N01026,HNDFDS,HINDUSTAN FOODS LTD.,IN519126
Equity,INE083O01019,ZHINDHSG,HINDUSTAN HOUSING CO.LTD.,IN509650
Equity,INE871K01015,HMVL,HINDUSTAN MEDIA VENTURES LTD.,IN533217
Equity,INE253A01025,HINDMOTORS,HINDUSTAN MOTORS LTD.,IN500500
Equity,INE345A01011,HINDOILEXP,HINDUSTAN OIL EXPLORATION CO.LTD.,IN500186
Equity,INE048A01011,HOCL,HINDUSTAN ORGANIC CHEMICALS LTD.,IN500449
Equity,INE094A01015,HINDPETRO,HINDUSTAN PETROLEUM CORPORATION LTD.,IN500104
Equity,INE428D01019,HINDTIN,HINDUSTAN TIN WORKS LTD.-$,IN530315
Equity,INE030A01027,HINDUNILVR,HINDUSTAN UNILEVER LTD.,IN500696
Equity,INE267A01025,HINDZINC,HINDUSTAN ZINC LTD.,IN500188
Equity,INE952A01022,HINDNATGLS,HINDUSTHAN NATIONAL GLASS & INDUSTRIES LTD.-$,IN515145
Equity,INE582K01018,ZHINUDYP,HINDUSTHAN UDYOG LTD.,IN513039
Equity,INE963A01011,HIPOLIN,HIPOLIN LTD.,IN530853
Equity,INE258Z01013,HIRAUTO,HIRA AUTOMOBILES LTD.,IN531743
Equity,INE598C01011,HISARMETAL,HISAR METAL INDUSTRIES LTD.-$,IN590018
Equity,INE689E01014,HISARSP,HISAR SPINNING MILLS LTD.,IN521068
Equity,INE863C01019,HITTCO,HITTCO TOOLS LTD.,IN531661
Equity,INE461D01028,HLEGLAS,HLE Glascoat Ltd,IN522215
Equity,INE102A01024,HLVLTD,HLV Ltd,IN500193
Equity,INE0ECP01024,HMAAGRO,HMA Agro Industries Ltd,IN543929
Equity,INE262A01018,HMT,HMT LTD.,IN500191
Equity,INE671A01010,HONAUT,HONEYWELL AUTOMATION INDIA LTD.,IN517174
Equity,INE596H01014,HOVS,HOV SERVICES LTD.,IN532761
Equity,INE931B01016,HOWARHO,HOWARD HOTELS LTD.,IN526761
Equity,INE0GSL01024,HPAL,HP Adhesives Ltd,IN543433
Equity,INE495S01016,HPL,HPL Electric & Power Ltd,IN540136
Equity,INE501G01024,HTMEDIA,HT MEDIA LTD.,IN532662
Equity,INE703H01016,HUBTOWN,HUBTOWN LTD.,IN532799
Equity,INE115S01010,HALDER,Halder Venture Ltd,IN539854
Equity,INE506D01020,HALDYNGL,Haldyn Glass Ltd-$,IN515147
Equity,INE299D01022,HAMPTON,Hampton Sky Realty Ltd,IN526407
Equity,INE982Q01017,HANMAN,Hanman Fit Ltd,IN538731
Equity,INE419U01012,HAPPSTMNDS,Happiest Minds Technologies Ltd,IN543227
Equity,INE330T01021,HAPPYFORGE,Happy Forgings Ltd,IN544057
Equity,INE626Z01029,HARDWYN,Hardwyn India Ltd,IN541276
Equity,INE493N01012,HARIAAPL,Haria Apparels Ltd,IN538081
Equity,INE00EV01017,HARIOMPIPE,Hariom Pipe Industries Ltd,IN543517
Equity,INE01K301012,HARISH,Harish Textile Engineers Ltd,IN542682
Equity,INE219D01012,HVL,Hariyana Ventures Ltd,IN506024
Equity,INE0JUS01029,HARSHA,Harsha Engineers International Ltd,IN543600
Equity,INE0OLZ01015,HARSHDEEP,Harshdeep Hortico Ltd,IN544105
Equity,INE098E01018,HARSHILAGR,Harshil Agrotech Ltd,IN505336
Equity,INE888Q01016,HASJUICE,Has Lifestyle Ltd,IN780014
Equity,INE982F01036,HATHWAY,Hathway Cable & Datacom Ltd,IN533162
Equity,INE230I01018,HAWAENG,Hawa Engineers Ltd,IN539176
Equity,INE759V01019,HEADSUP,Heads UP Ventures Ltd,IN540210
Equity,INE075I01017,HCG,HealthCare Global Enterprises Ltd,IN539787
Equity,INE0L3501015,HEALTHYLIFE,Healthy Life Agritec Ltd,IN543546
Equity,INE738P01015,HELPAGE,Helpage Finlease Ltd,IN539174
Equity,INE930A01010,HEMANG,Hemang Resources Ltd,IN531178
Equity,INE0GYI01028,HSIL,Hemant Surgical Industries Ltd,IN543916
Equity,INE0AJG01018,HEMIPROP,Hemisphere Properties India Ltd,IN543242
Equity,INE422G01015,HEMORGANIC,Hemo Organic Limited,IN524590
Equity,INE694N01015,HERANBA,Heranba Industries Ltd,IN543266
Equity,INE978A01027,HERITGFOOD,Heritage Foods Limited,IN519552
Equity,INE492A01029,HEUBACHIND,Heubach Colorants India Ltd,IN506390
Equity,INE302R01024,HIKLASS,Hi-Klass Trading and Investment Ltd,IN542332
Equity,INE106T01025,HITECH,Hi-Tech Pipes Ltd,IN543411
Equity,INE966Q01010,HILIKS,Hiliks Technologies Ltd,IN539697
Equity,INE705G01021,HIMTEK,Him Teknoforge Ltd,IN505712
Equity,INE019C01026,HSCL,Himadri Speciality Chemical Ltd,IN500184
Equity,INE552B01010,HFIL,Himalaya Food International Ltd,IN526899
Equity,INE691J01019,HCLTD,Hind Commerce Ltd,IN538652
Equity,INE05X901010,HPIL,Hindprakash Industries Ltd,IN543645
Equity,INE066F01020,HAL,Hindustan Aeronautics Ltd,IN541154
Equity,INE724D01011,HINDHARD,Hindustan Hardy Ltd,IN505893
Equity,INE799B01017,HUIL,Hindusthan Urban Infrastructure Ltd,IN539984
Equity,INE05AN01011,HINDWAREAP,Hindware Home Innovation Ltd,IN542905
Equity,INE07Y701011,POWERINDIA,Hitachi Energy India Ltd,IN543187
Equity,INE120D01012,HITECHCORP,Hitech Corporation Ltd-$,IN526217
Equity,INE481N01025,HOMEFIRST,Home First Finance Company India Ltd,IN543259
Equity,INE0J5401028,HONASA,Honasa Consumer Ltd,IN544014
Equity,INE634A01018,HONDAPOWER,Honda India Power Products Ltd,IN522064
Equity,INE031A01017,HUDCO,Housing & Urban Development Corporation Ltd,IN540530
Equity,INE275B01026,HUHTAMAKI,Huhtamaki India Ltd,IN509820
Equity,INE02PC01019,HBEL,Humming Bird Education Ltd,IN542592
Equity,INE965B01022,HYBRIDFIN,Hybrid Financial Services Ltd,IN500262
Equity,INE039D01014,HYPERSOFT,Hypersoft Technologies Ltd,IN539724
Equity,INE204A01010,IGPL,I G PETROCHEMICALS LTD.,IN500199
Equity,INE678B01021,IBINFO,IB INFOTECH ENTERPRISES LTD.,IN519463
Equity,INE613B01010,ICDSLTD,ICDS LTD.,IN511194
Equity,INE090A01021,ICICIBANK,ICICI BANK LTD.,IN532174
Equity,INE765G01017,ICICIGI,ICICI Lombard General Insurance Company Ltd,IN540716
